first_seen,last_seen,organization,title,location,posted_date,matched_keywords,relevance_score,url
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Fatigue of Francis Turbine Runners under Flexible Operation,trondheim,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298227/phd-candidate-in-fatigue-of-francis-turbine-runners-under-flexible-operation
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Registry-Based Research on Migraine Treatment and Outcomes,trondheim,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296638/phd-candidate-in-registry-based-research-on-migraine-treatment-and-outcomes
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Trustworthy AI-Enabled Signal Analysis for Next-Generation Wireless Systems,trondheim,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296674/phd-candidate-in-trustworthy-ai-enabled-signal-analysis-for-next-generation-wireless-systems
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in magnetohydrodynamic modeling of electric arcs in silicon furnaces,trondheim,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/295469/phd-candidate-in-magnetohydrodynamic-modeling-of-electric-arcs-in-silicon-furnaces
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Posdoctoral fellow in health service research,trondheim,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/295734/posdoctoral-fellow-in-health-service-research
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Prosjektøkonom,trondheim,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/293996/prosjektoekonom
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,SFI FAST: PhD position in Microstructure/texture evolution during extrusion of scrap-based Aluminium,trondheim,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296097/sfi-fast-phd-position-in-microstructure-texture-evolution-during-extrusion-of-scrap-based-aluminium
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Sikkerhetsanalytiker (SOC),gjovik,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/295059/sikkerhetsanalytiker-soc
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Stipendiat i heterogen katalyse,trondheim,2026-04-05,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298334/stipendiat-i-heterogen-katalyse
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Avdelingsingeniør/overingeniør IT-brukerstøtte – To stillinger,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298157/avdelingsingenioer-overingenioer-it-brukerstoette-to-stillinger
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,HR-rådgiver,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296901/hr-raadgiver
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Kommunikasjonsrådgiver,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297406/kommunikasjonsraadgiver
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Over-/senioringeniør - Linux og High Performance Computing (HPC),trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298223/over-senioringenioer-linux-og-high-performance-computing-hpc
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Digital Twins and AI for Cultural Heritage Preparedness,gjovik,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296880/phd-candidate-in-digital-twins-and-ai-for-cultural-heritage-preparedness
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Human-AI Teaming for Maritime Operations,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297385/phd-candidate-in-human-ai-teaming-for-maritime-operations
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Human-Centred Robotics for Embodied AI,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297370/phd-candidate-in-human-centred-robotics-for-embodied-ai
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Particle Engineering,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297905/phd-candidate-in-particle-engineering
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Visualisation of AI Advice for Safety-Critical Maritime Decision Support,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297392/phd-candidate-in-visualisation-of-ai-advice-for-safety-critical-maritime-decision-support
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in coordinated voltage control and stability,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/295927/phd-candidate-in-coordinated-voltage-control-and-stability
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Prosjektøkonom,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296633/prosjektoekonom
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Rådgiver/seniorrådgiver utdanning,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/295668/raadgiver-seniorraadgiver-utdanning
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Seksjonssjef – Studieseksjonen,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297011/seksjonssjef-studieseksjonen
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Seniorrådgiver økonomi - virksomhetskontroller,trondheim,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296768/seniorraadgiver-oekonomi-virksomhetskontroller
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Universitetslektor i programmering,gjovik,2026-04-06,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297341/universitetslektor-i-programmering
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,2 PhD Candidates in Mathematical Sciences,trondheim,2026-04-07,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296566/2-phd-candidates-in-mathematical-sciences
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,"Ph.d. stipendiat i psykisk helse, rus og legemiddelbruk",trondheim,2026-04-07,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296669/phd-stipendiat-i-psykisk-helse-rus-og-legemiddelbruk
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in computational mechanics,trondheim,2026-04-07,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297237/phd-candidate-in-computational-mechanics
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Postdoctoral Fellowship in Mathematical Sciences,trondheim,2026-04-07,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296571/postdoctoral-fellowship-in-mathematical-sciences
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Stipendiat i vaksenpsykologi,trondheim,2026-04-07,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296399/stipendiat-i-vaksenpsykologi
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD in Economics (EduGAP Project),trondheim,2026-04-08,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296757/phd-in-economics-edugap-project
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Postdoctoral Fellow in Economics,trondheim,2026-04-08,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296788/postdoctoral-fellow-in-economics
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,50 % sykepleier intensiv / 50 % universitetslektor i helsevitenskap (sykepleie),gjovik,2026-04-09,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297922/50-sykepleier-intensiv-50-universitetslektor-i-helsevitenskap-sykepleie
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Edge AI Accelerator Design,trondheim,2026-04-09,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297610/phd-candidate-in-edge-ai-accelerator-design
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Rock Engineering for New Hydropower Plants - IV-52/26,trondheim,2026-04-09,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297120/phd-candidate-in-rock-engineering-for-new-hydropower-plants-iv-52-26
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in bioinspired randomly featured materials,trondheim,2026-04-09,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296713/phd-candidate-in-bioinspired-randomly-featured-materials
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in quantum chemistry,trondheim,2026-04-09,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297659/phd-candidate-in-quantum-chemistry
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in AI-enabled Hybrid Manufacturing and Remanufacturing Systems,trondheim,2026-04-10,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297466/phd-candidate-in-ai-enabled-hybrid-manufacturing-and-remanufacturing-systems
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in parasite and plankton behavioural biology and ecology,trondheim,2026-04-12,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296771/phd-candidate-in-parasite-and-plankton-behavioural-biology-and-ecology
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,"Prosjektøkonomen skal løfte teamet, og følge opp mange spennende prosjekter og senter",trondheim,2026-04-12,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296526/prosjektoekonomen-skal-loefte-teamet-og-foelge-opp-mange-spennende-prosjekter-og-senter
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,To prosessledere/-rådgivere - IT,trondheim,2026-04-12,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298340/to-prosessledere-raadgivere-it
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Ph.D. Candidate in Reinforcement Learning for Project Scheduling Problems,gjovik,2026-04-13,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/290261/phd-candidate-in-reinforcement-learning-for-project-scheduling-problems
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Stipendiat innen innovsjon og ideutvikling i forskningsgrupper,trondheim,2026-04-13,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298408/stipendiat-innen-innovsjon-og-ideutvikling-i-forskningsgrupper
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in RF/antenna design for GNSS reflectometry from small satellites,trondheim,2026-04-14,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296681/phd-candidate-in-rf-antenna-design-for-gnss-reflectometry-from-small-satellites
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Semantic web for autonomous and adaptable urban services,trondheim,2026-04-14,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297418/phd-candidate-in-semantic-web-for-autonomous-and-adaptable-urban-services
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Spectral Imaging,gjovik,2026-04-14,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298131/phd-candidate-in-spectral-imaging
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in maritime surveillance with GNSS reflectometry and on-board processing,trondheim,2026-04-14,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297296/phd-candidate-in-maritime-surveillance-with-gnss-reflectometry-and-on-board-processing
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Stipendiat i Nyre-medisin,trondheim,2026-04-14,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/295765/stipendiat-i-nyre-medisin
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Økonom (controller og prosjektøkonom),trondheim,2026-04-14,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297928/oekonom-controller-og-prosjektoekonom
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in seaweed hydrodynamics,trondheim,2026-04-16,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298087/phd-candidate-in-seaweed-hydrodynamics
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Postdoctoral Fellow in seaweed hydrodynamics,trondheim,2026-04-16,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298095/postdoctoral-fellow-in-seaweed-hydrodynamics
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Structural Monitoring and Digital Twins of Wind Turbines,trondheim,2026-04-18,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297886/phd-candidate-in-structural-monitoring-and-digital-twins-of-wind-turbines
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Renholdere,trondheim,2026-04-18,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297710/renholdere
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Researcher in Biometric Security and Anti-Fraud Technologies,gjovik,2026-04-19,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297348/researcher-in-biometric-security-and-anti-fraud-technologies
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Circular Supply Chain Management - Design and Planning for Upcycling of Food Waste,trondheim,2026-04-20,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298425/circular-supply-chain-management-design-and-planning-for-upcycling-of-food-waste
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in AI-Enhanced Planning in Shipbuilding Supply Chains,trondheim,2026-04-20,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297344/phd-candidate-in-ai-enhanced-planning-in-shipbuilding-supply-chains
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Førsteamanuensis eller universitetslektor innen automatisering og intelligente systemer,alesund,2026-04-21,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297891/foersteamanuensis-eller-universitetslektor-innen-automatisering-og-intelligente-systemer
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Stipendiat ved Institutt for industriell økonomi og teknologiledelse,trondheim,2026-04-22,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297819/stipendiat-ved-institutt-for-industriell-oekonomi-og-teknologiledelse
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Distributed Machine Learning,trondheim,2026-04-23,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297289/phd-candidate-in-distributed-machine-learning
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Mathematical Foundations of Machine Learning for Sequential Data,trondheim,2026-04-23,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297312/phd-candidate-in-mathematical-foundations-of-machine-learning-for-sequential-data
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Postdoctoral Researcher in Prostate Cancer Diagnostics and Personalized Medicine,trondheim,2026-04-23,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298415/postdoctoral-researcher-in-prostate-cancer-diagnostics-and-personalized-medicine
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Human-Centered Interactive AI Agents for Maritime Simulator Training,alesund,2026-04-24,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297161/phd-candidate-in-human-centered-interactive-ai-agents-for-maritime-simulator-training
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Jurist,trondheim,2026-04-25,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298151/jurist
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in AI-native Orchestration and Resilience Assurance for 5G/6G Networks,trondheim,2026-04-25,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297933/phd-candidate-in-ai-native-orchestration-and-resilience-assurance-for-5g-6g-networks
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Information Structures for Integrated and AI‑Supported Maritime Design,alesund,2026-04-25,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296413/phd-candidate-in-information-structures-for-integrated-and-aisupported-maritime-design
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD position - SFI Celect System Engineering,gjovik,2026-04-25,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298366/phd-position-sfi-celect-system-engineering
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Researcher on bioaccumulation and effects of PFAS in seabirds,trondheim,2026-04-25,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296947/researcher-on-bioaccumulation-and-effects-of-pfas-in-seabirds
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,HR-konsulent,trondheim,2026-04-26,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297843/hr-konsulent
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in “Development of Probabilistic Reliability Criteria in Distribution Grids”,trondheim,2026-04-26,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298419/phd-candidate-in-development-of-probabilistic-reliability-criteria-in-distribution-grids
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Two PhD positions in “Micromechanics-based modelling of ductile failure in high-strength aluminium,trondheim,2026-04-26,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296677/two-phd-positions-in-micromechanics-based-modelling-of-ductile-failure-in-high-strength-aluminium
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Førsteamanuensis i idrettvitenskap (samfunnsvitenskapelig profil),trondheim,2026-04-28,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/294837/foersteamanuensis-i-idrettvitenskap-samfunnsvitenskapelig-profil
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Førsteamanuensis i statsvitenskap,trondheim,2026-04-28,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/294884/foersteamanuensis-i-statsvitenskap
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD research fellow in Modern Economic History,trondheim,2026-04-29,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296312/phd-research-fellow-in-modern-economic-history
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Postdoctoral Fellow in Modern Economic History,trondheim,2026-04-29,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296315/postdoctoral-fellow-in-modern-economic-history
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Stipendiat i sikre kommunikasjonstjenester i nordområdene,trondheim,2026-04-29,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/296668/stipendiat-i-sikre-kommunikasjonstjenester-i-nordomraadene
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Vikariat - Universitetslektor/Førsteamanuensis i Datateknologi,alesund,2026-04-29,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297967/vikariat-universitetslektor-foersteamanuensis-i-datateknologi
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Midlertidig stilling som universitetslektor II i medisin (klinisk farmakologi),trondheim,2026-04-30,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297670/midlertidig-stilling-som-universitetslektor-ii-i-medisin-klinisk-farmakologi
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Assistant Professor (universitetslektor) in Contemporary Art,trondheim,2026-05-02,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297797/assistant-professor-universitetslektor-in-contemporary-art
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,Førsteamanuensis i miljøhistorie (perioden fra ca. 1800 og fremover).,trondheim,2026-05-02,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297742/foersteamanuensis-i-miljoehistorie-perioden-fra-ca-1800-og-fremover
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate at Department of Geosciences - IV-20/26,trondheim,2026-05-03,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/298111/phd-candidate-at-department-of-geosciences-iv-20-26
2026-03-25 10:43:51,2026-03-25 12:27:55,NTNU,PhD Candidate in Scalable and Resilient Quantum Internet Architecture and Operations,trondheim,2026-05-14,,0,https://www.jobbnorge.no/ledige-stillinger/stilling/297855/phd-candidate-in-scalable-and-resilient-quantum-internet-architecture-and-operations
